,0,1,2,3,4
150,[150],"['MATH&152', 'PHYS&241', 'ENGR111', 'MATH&163', 'PHYS&241', 'ENGR121', 'PHYS130', 'ENGL&230', 'MATH&264', 'PHYS&242', 'ENGR&114', 'MATH260', 'PHYS&243', 'MATH261', 'ENGR&214', 'CHEM&140', 'CHEM&161', 'ECON&202', 'ENGR&225', 'ENGR201', 'CHEM&162', 'ENGR240', 'ENGR&204', 'ENGR&215', 'ENGR216', 'ENGR220', 'ENGR&224']","[2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
154,[154],"['MATH&152', 'CHEM&140', 'ENGR121', 'MATH&163', 'CHEM&161', 'PHYS&241', 'MATH&264', 'ENGR&214', 'PHYS&242', 'PHYS130', 'PHYS&243', 'ENGR&215', 'ENGR240', 'MATH260', 'ENGR&224', 'ENGR&225']","[2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['General Major'],['University of Washington Seattle']
158,[158],"['MATH&142', 'CS110', 'MATH&151', 'CS&131', 'MATH&152', 'MATH&146', 'CS&132', 'CS132', 'PHYS&241', 'CS233']","[2, 2, 3, 3, 4, 1, 1, 1, 1, 3]",['Computer Science'],['Washington State University']
160,[160],['ENGL&101'],[2],['General Major'],['University of Washington Seattle']
164,[164],"['ENGL&230', 'MATH261', 'ENGR&215', 'HUM&101', 'PHYS&242', 'ENGR&225', 'PHYS130', 'PHYS&243', 'ENGR&224', 'ENGR220']","[4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
168,[168],"['ENGR121', 'ENGR201', 'ENGR&224', 'ENGR&114', 'ENGR240', 'ENGR&215', 'ENGR&225', 'ENGR216', 'ENGR220', 'ENGR&204', 'ENGR240']","[4, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]",['Mechanical Engineering'],['Washington State University']
169,[169],"['MATH&151', 'CHEM&161', 'ENGR121', 'MATH&152', 'CHEM&162', 'ENGL&230', 'MATH&163', 'PHYS&241', 'ENGR&214', 'ENGR&114', 'MATH&264', 'PHYS&242', 'PHYS130', 'ENGR&215', 'ENGR240', 'MATH260', 'PHYS&243', 'ENGR&225', 'ENGR220', 'MATH261']","[3, 3, 3, 4, 4, 4, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
173,[173],"['MATH260', 'ENGR121', 'ENGR201', 'ENGR&215', 'ENGR240', 'ENGR&204', 'ENGR&225', 'ENGR&224', 'ENGR216', 'ENGR220']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 1]",['Mechanical Engineering'],['Washington State University']
174,[174],"['MATH261', 'ENGR&204', 'ENGR205', 'ENGR&215', 'ENGR&224', 'ENGR201', 'ENGR240', 'ENGR&114', 'ENGR220', 'ECON&202', 'ENGR&225', 'ENGR216']","[4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
178,[178],"['ENGL&102D', 'MATH&141', 'CHEM&121', 'MATH&146', 'BIOL&211', 'CHEM&131', 'PSYC&100', 'BIOL&231', 'CMST&210', 'BIOL&232', 'PSYC&200', 'CMST&220', 'BIOL&260', 'SOC&101', 'HUM&101']","[3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3, 1, 1, 1]",['Nursing'],['Washington State University']
179,[179],"['ENGL&102D', 'PSYC&100', 'CHEM&121', 'CMST&210', 'PSYC&200', 'BIOL&211', 'BIOL&231', 'BIOL&232', 'MATH&146', 'BIOL&260']","[3, 3, 3, 1, 1, 1, 2, 3, 4, 1]",['General Major'],['Washington State University']
183,[183],"['MATH&264', 'ENGR101', 'CHEM&262', 'PHYS&114', 'BIOL&222', 'PHYS&241', 'MATH&163', 'ENGR111', 'MATH&264', 'ENGR121', 'PHYS&242', 'ENGR&214', 'PHYS&243']","[3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3]",['Chemical Engineering'],['University of Washington Seattle']
187,[187],"['MATH&151', 'SPAN&122', 'CHEM&121', 'PSYC&100']","[3, 3, 2, 2]",['General Major'],['Washington State University']
191,[191],"['MATH&141', 'CHEM&140', 'ENGL&102', 'MATH&142', 'PHIL215', 'PSYC&100', 'MATH&151', 'BIOL&221', 'CHEM&161', 'CHEM&162', 'BIOL&222', 'BIOL&223', 'CHEM&163', 'BIOL&231', 'CHEM&261', 'BIOL&232', 'CHEM&262', 'CHEM&263', 'BIOL&260', 'ECON&201', 'CMST&210']","[2, 2, 2, 3, 3, 3, 4, 1, 1, 2, 2, 3, 3, 4, 1, 1, 2, 3, 3, 4, 4]",['Pharmacy'],['Washington State University']
195,[195],"['CHEM&161', 'DEVED100', 'CHEM&162', 'ENGR&114', 'PHYS&241', 'ENGR201', 'PHYS&242', 'ENGR240', 'ENGR&204', 'PHYS&243', 'MATH&151']","[3, 3, 4, 4, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
199,[199],"['MATH261', 'PHYS&241', 'ENGR&214', 'MATH260', 'PHYS&242', 'ENGR&215', 'ENGR240', 'PHYS&243', 'ENGR&225', 'MATH246']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
203,[203],"['MATH&141', 'ENGR111', 'CHEM&140', 'MATH&142', 'CHEM&161', 'MATH&151', 'PHYS&114', 'MATH&152', 'CHEM&162', 'ENGR121', 'MATH&163', 'PHYS&241', 'MATH&264', 'PHYS&242', 'ENGR&214', 'PHYS&243', 'ENGR&215', 'ENGR&224', 'MATH261', 'ENGR&225', 'MATH260', 'ENGR240']","[2, 2, 2, 3, 3, 4, 4, 1, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3]",['Aeronautics Engineering'],['University of Washington Seattle']
207,[207],"['MATH&142', 'CHEM&161', 'CHEM&162', 'CMST&220', 'MATH&151', 'PHYS130', 'MATH&152', 'PHYS&241', 'MATH&163', 'PHYS&242', 'ENGL&230', 'ECON&202', 'PHYS&243', 'ENGR&214', 'MATH260', 'ENGR&215', 'MATH261', 'ENGR&225', 'ENGR220', 'ENGR&114', 'ENGR240', 'ENGR216', 'ENGR&204']","[2, 2, 3, 3, 1, 1, 2, 2, 3, 3, 4, 4, 1, 1, 2, 2, 3, 3, 3, 1, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
211,[211],"['CMST&102', 'PHOTO110', 'ART110', 'ART295', 'CMST&210']","[4, 4, 4, 3, 4]",['Graphic Design'],['Washington State University']
215,[215],"['MATH&151', 'ENGR&114', 'MATH&152', 'PHYS&241', 'ENGR121', 'MATH&163', 'ENGR&214', 'PHYS130', 'CHEM&161', 'CHEM&162', 'MATH&264', 'PHYS&242', 'ENGR&215', 'MATH261', 'PHYS&243', 'ENGR&225', 'ENGR220', 'MATH260', 'ENGR&224', 'ENGR240', 'ENGR&204', 'ENGR205', 'ENGR201', 'ENGR216']","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 1, 2]",['Mechanical Engineering'],['Washington State University']
219,[219],"['MATH&142', 'CHEM&140', 'ENGR111', 'MATH&151', 'CHEM&161', 'PHYS&114', 'MATH&152', 'CHEM&162', 'PHYS&241', 'ENGR121', 'ENGR&114', 'ENGL&230', 'MATH&163', 'PHYS&242', 'ENGR&214', 'ENGR&224', 'MATH&264', 'PHYS&243', 'ENGR&215', 'ENGR216', 'MATH260', 'ENGR&225', 'ENGR220', 'ENGR240', 'MATH261']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
220,[220],"['ENGR&114', 'ENGR&204', 'MATH261', 'ENGR&224', 'ENGR240']","[2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
224,[224],"['MATH&152', 'PHYS&241', 'ENGR111', 'MATH&163', 'PHYS&241', 'ENGR121', 'PHYS130', 'ENGL&230', 'MATH&264', 'PHYS&242', 'ENGR&114', 'MATH260', 'PHYS&243', 'MATH261', 'ENGR&214', 'CHEM&140', 'CHEM&161', 'ECON&202', 'ENGR&225', 'ENGR201', 'CHEM&162', 'ENGR240', 'ENGR&204', 'ENGR&215', 'ENGR216', 'ENGR220', 'ENGR&224']","[2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
228,[228],"['MATH&152', 'CHEM&140', 'ENGR121', 'MATH&163', 'CHEM&161', 'PHYS&241', 'MATH&264', 'ENGR&214', 'PHYS&242', 'PHYS130', 'PHYS&243', 'ENGR&215', 'ENGR240', 'MATH260', 'ENGR&224', 'ENGR&225']","[2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['General Major'],['University of Washington Seattle']
232,[232],"['MATH&142', 'CS110', 'MATH&151', 'CS&131', 'MATH&152', 'MATH&146', 'CS&132', 'CS132', 'PHYS&241', 'CS233']","[2, 2, 3, 3, 4, 1, 1, 1, 1, 3]",['Computer Science'],['Washington State University']
234,[234],['ENGL&101'],[2],['General Major'],['University of Washington Seattle']
238,[238],"['ENGL&230', 'MATH261', 'ENGR&215', 'HUM&101', 'PHYS&242', 'ENGR&225', 'PHYS130', 'PHYS&243', 'ENGR&224', 'ENGR220']","[4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
242,[242],"['ENGR121', 'ENGR201', 'ENGR&224', 'ENGR&114', 'ENGR240', 'ENGR&215', 'ENGR&225', 'ENGR216', 'ENGR220', 'ENGR&204', 'ENGR240']","[4, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]",['Mechanical Engineering'],['Washington State University']
243,[243],"['MATH&151', 'CHEM&161', 'ENGR121', 'MATH&152', 'CHEM&162', 'ENGL&230', 'MATH&163', 'PHYS&241', 'ENGR&214', 'ENGR&114', 'MATH&264', 'PHYS&242', 'PHYS130', 'ENGR&215', 'ENGR240', 'MATH260', 'PHYS&243', 'ENGR&225', 'ENGR220', 'MATH261']","[3, 3, 3, 4, 4, 4, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
247,[247],"['MATH260', 'ENGR121', 'ENGR201', 'ENGR&215', 'ENGR240', 'ENGR&204', 'ENGR&225', 'ENGR&224', 'ENGR216', 'ENGR220']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 1]",['Mechanical Engineering'],['Washington State University']
248,[248],"['MATH261', 'ENGR&204', 'ENGR205', 'ENGR&215', 'ENGR&224', 'ENGR201', 'ENGR240', 'ENGR&114', 'ENGR220', 'ECON&202', 'ENGR&225', 'ENGR216']","[4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
252,[252],"['ENGL&102D', 'MATH&141', 'CHEM&121', 'MATH&146', 'BIOL&211', 'CHEM&131', 'PSYC&100', 'BIOL&231', 'CMST&210', 'BIOL&232', 'PSYC&200', 'CMST&220', 'BIOL&260', 'SOC&101', 'HUM&101']","[3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3, 1, 1, 1]",['Nursing'],['Washington State University']
253,[253],"['ENGL&102D', 'PSYC&100', 'CHEM&121', 'CMST&210', 'PSYC&200', 'BIOL&211', 'BIOL&231', 'BIOL&232', 'MATH&146', 'BIOL&260']","[3, 3, 3, 1, 1, 1, 2, 3, 4, 1]",['General Major'],['Washington State University']
257,[257],"['MATH&264', 'ENGR101', 'CHEM&262', 'PHYS&114', 'BIOL&222', 'PHYS&241', 'MATH&163', 'ENGR111', 'MATH&264', 'ENGR121', 'PHYS&242', 'ENGR&214', 'PHYS&243']","[3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3]",['Chemical Engineering'],['University of Washington Seattle']
261,[261],"['MATH&151', 'SPAN&122', 'CHEM&121', 'PSYC&100']","[3, 3, 2, 2]",['General Major'],['Washington State University']
265,[265],"['MATH&141', 'CHEM&140', 'ENGL&102', 'MATH&142', 'PHIL215', 'PSYC&100', 'MATH&151', 'BIOL&221', 'CHEM&161', 'CHEM&162', 'BIOL&222', 'BIOL&223', 'CHEM&163', 'BIOL&231', 'CHEM&261', 'BIOL&232', 'CHEM&262', 'CHEM&263', 'BIOL&260', 'ECON&201', 'CMST&210']","[2, 2, 2, 3, 3, 3, 4, 1, 1, 2, 2, 3, 3, 4, 1, 1, 2, 3, 3, 4, 4]",['Pharmacy'],['Washington State University']
269,[269],"['CHEM&161', 'DEVED100', 'CHEM&162', 'ENGR&114', 'PHYS&241', 'ENGR201', 'PHYS&242', 'ENGR240', 'ENGR&204', 'PHYS&243', 'MATH&151']","[3, 3, 4, 4, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
273,[273],"['MATH261', 'PHYS&241', 'ENGR&214', 'MATH260', 'PHYS&242', 'ENGR&215', 'ENGR240', 'PHYS&243', 'ENGR&225', 'MATH246']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
277,[277],"['MATH&141', 'ENGR111', 'CHEM&140', 'MATH&142', 'CHEM&161', 'MATH&151', 'PHYS&114', 'MATH&152', 'CHEM&162', 'ENGR121', 'MATH&163', 'PHYS&241', 'MATH&264', 'PHYS&242', 'ENGR&214', 'PHYS&243', 'ENGR&215', 'ENGR&224', 'MATH261', 'ENGR&225', 'MATH260', 'ENGR240']","[2, 2, 2, 3, 3, 4, 4, 1, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3]",['Aeronautics Engineering'],['University of Washington Seattle']
281,[281],"['MATH&142', 'CHEM&161', 'CHEM&162', 'CMST&220', 'MATH&151', 'PHYS130', 'MATH&152', 'PHYS&241', 'MATH&163', 'PHYS&242', 'ENGL&230', 'ECON&202', 'PHYS&243', 'ENGR&214', 'MATH260', 'ENGR&215', 'MATH261', 'ENGR&225', 'ENGR220', 'ENGR&114', 'ENGR240', 'ENGR216', 'ENGR&204']","[2, 2, 3, 3, 1, 1, 2, 2, 3, 3, 4, 4, 1, 1, 2, 2, 3, 3, 3, 1, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
285,[285],"['CMST&102', 'PHOTO110', 'ART110', 'ART295', 'CMST&210']","[4, 4, 4, 3, 4]",['Graphic Design'],['Washington State University']
289,[289],"['MATH&151', 'ENGR&114', 'MATH&152', 'PHYS&241', 'ENGR121', 'MATH&163', 'ENGR&214', 'PHYS130', 'CHEM&161', 'CHEM&162', 'MATH&264', 'PHYS&242', 'ENGR&215', 'MATH261', 'PHYS&243', 'ENGR&225', 'ENGR220', 'MATH260', 'ENGR&224', 'ENGR240', 'ENGR&204', 'ENGR205', 'ENGR201', 'ENGR216']","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 1, 2]",['Mechanical Engineering'],['Washington State University']
293,[293],"['MATH&142', 'CHEM&140', 'ENGR111', 'MATH&151', 'CHEM&161', 'PHYS&114', 'MATH&152', 'CHEM&162', 'PHYS&241', 'ENGR121', 'ENGR&114', 'ENGL&230', 'MATH&163', 'PHYS&242', 'ENGR&214', 'ENGR&224', 'MATH&264', 'PHYS&243', 'ENGR&215', 'ENGR216', 'MATH260', 'ENGR&225', 'ENGR220', 'ENGR240', 'MATH261']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
294,[294],"['ENGR&114', 'ENGR&204', 'MATH261', 'ENGR&224', 'ENGR240']","[2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
298,[298],"['MATH&152', 'PHYS&241', 'ENGR111', 'MATH&163', 'PHYS&241', 'ENGR121', 'PHYS130', 'ENGL&230', 'MATH&264', 'PHYS&242', 'ENGR&114', 'MATH260', 'PHYS&243', 'MATH261', 'ENGR&214', 'CHEM&140', 'CHEM&161', 'ECON&202', 'ENGR&225', 'ENGR201', 'CHEM&162', 'ENGR240', 'ENGR&204', 'ENGR&215', 'ENGR216', 'ENGR220', 'ENGR&224']","[2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
302,[302],"['MATH&152', 'CHEM&140', 'ENGR121', 'MATH&163', 'CHEM&161', 'PHYS&241', 'MATH&264', 'ENGR&214', 'PHYS&242', 'PHYS130', 'PHYS&243', 'ENGR&215', 'ENGR240', 'MATH260', 'ENGR&224', 'ENGR&225']","[2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['General Major'],['University of Washington Seattle']
306,[306],"['MATH&142', 'CS110', 'MATH&151', 'CS&131', 'MATH&152', 'MATH&146', 'CS&132', 'CS132', 'PHYS&241', 'CS233']","[2, 2, 3, 3, 4, 1, 1, 1, 1, 3]",['Computer Science'],['Washington State University']
308,[308],['ENGL&101'],[2],['General Major'],['University of Washington Seattle']
309,[309],"['ENGL&101', 'PHYS&231', 'PHYS&242', 'PHYS&243']","[2, 1, 2, 3]",['General Major'],['University of Washington Seattle']
314,[314],"['ENGL&101', 'PHYS&231', 'PHYS&242', 'PHYS&243']","[2, 1, 2, 3]",['General Major'],['University of Washington Seattle']
315,[315],"['ENGL&101', 'PHYS&231', 'PHYS&242', 'PHYS&243']","[2, 1, 2, 3]",['General Major'],['University of Washington Seattle']
323,[323],"['MATH&152', 'CHEM&161', 'ENGR121', 'MATH&163', 'CHEM&162', 'PHYS&241', 'PHYS130', 'MATH&264', 'MATH261', 'PHYS&242', 'CS&131', 'MATH260', 'PHYS&243', 'CS&132', 'CS132', 'ENGR&214', 'ENGR202', 'ENGR240', 'ENGR&204', 'ECON&202']","[2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4]",['Electrical Engineering'],['Washington State University']
327,[327],"['MATH&142', 'CS&131', 'MATH&151', 'CS&132', 'CS132']","[2, 2, 3, 3, 3]",['Computer Science'],['Washington State University']
331,[331],"['MATH&141', 'CHEM&140', 'MATH&142', 'PHIL215', 'MATH&151', 'CHEM&161', 'CHEM&162', 'CHEM&261', 'CHEM&262', 'CHEM&263', 'ECON&201', 'CMST&210']","[2, 2, 3, 3, 4, 1, 2, 1, 2, 3, 4, 4]",['Pharmacy'],['Washington State University']
335,[335],"['MATH&152', 'ENGR121', 'CS&131', 'PHYS&241', 'MATH&163', 'MATH&264', 'ENGR202', 'MATH260', 'PHYS&242', 'MATH261', 'PHYS&243', 'ENGR&204', 'ENGR205', 'ENGR240']","[2, 2, 3, 3, 3, 4, 1, 1, 1, 2, 2, 3, 3, 3]",['Electrical Engineering'],['Washington State University']
339,[339],"['ENGR101', 'MATH&163', 'CS110', 'CS&131', 'CS&132', 'CS132', 'ECON&201', 'MATH&146', 'CS233', 'MATH260']","[1, 1, 1, 2, 3, 3, 1, 2, 3, 3]",['Computer Science'],['Washington State University']
343,[343],"['MATH&142', 'CHEM&161', 'FRCH&122', 'MATH&151', 'CHEM&162', 'PHYS&114', 'MATH&152', 'MATH&163', 'PHYS&241', 'ENGR111', 'MATH&264', 'ENGL&102', 'PHYS&242', 'PHYS130', 'PHYS&243', 'HIST&147', 'MATH261', 'ENGR&114', 'ENGR201', 'ENGR121', 'ENGR&214', 'ENGR&215', 'ENGR240', 'MATH260', 'ENGR&225', 'ENGR&204']","[2, 2, 2, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
347,[347],"['MATH&151', 'ENGL&101', 'CS110', 'MATH&152', 'CS&131', 'PHYS&241', 'CS&132', 'CS132', 'MATH&163', 'PHYS&241', 'MATH260', 'PHYS&242', 'CS233', 'PHYS&243']","[2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 3, 3]",['Computer Science'],['Washington State University']
351,[351],"['MATH&141', 'ENGL&101', 'CHEM&140', 'PHYS130', 'MATH&142', 'ENGR111', 'CHEM&161', 'MATH&151', 'PHYS&114', 'ENGR121', 'MATH&152', 'PHYS&241', 'CS&131', 'MATH&163', 'PHYS&242', 'CS&132', 'CS132', 'MATH&264', 'PHYS&243', 'MATH260', 'MATH261', 'ENGR&204', 'MATH&142', 'ENGR111', 'CHEM&140', 'MATH&151', 'ENGR121', 'CHEM&161', 'MATH&152', 'ECON&202', 'CHEM&162', 'MATH&163', 'PHYS&114']","[2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]",['Computer Engineering'],['University of Washington Bothell']
356,[356],"['MATH&141', 'CS110', 'MATH&142', 'CS&131', 'PHOTO110', 'MATH&151', 'CS&132', 'CS132', 'ART110', 'MATH&152', 'PHYS&114', 'MATH&146', 'CS233']","[2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 3, 3]",['Computer Science and Software Engineering'],['Washington State University']
360,[360],"['MATH&163', 'ENGL&102', 'CS143', 'MATH260', 'PHYS&241']","[2, 2, 3, 3, 1]",['Computer Science'],['Washington State University']
361,[361],"['PHYS&231', 'PHYS&242', 'PHYS&243', 'IT111', 'IT161', 'IT162', 'IT117', 'CJ203', 'CS110', 'IT122', 'CS&131', 'IT210']","[2, 3, 1, 1, 1, 2, 3, 3, 1, 1, 2, 2]",['Electrical Engineering'],['Washington State University']
365,[365],"['MATH&152', 'PHYS130', 'ENGR111', 'ENGL&230', 'MATH&163', 'PHYS&241', 'ENGR121', 'MATH260', 'PHYS&242', 'MATH261', 'ENGR&215', 'PHYS&243', 'ENGR&225', 'CHEM&161', 'CHEM&162']","[2, 2, 2, 2, 3, 3, 3, 1, 1, 2, 2, 2, 3, 3, 1]",['Mechanical Engineering'],['Washington State University']
369,[369],"['MATH&142', 'CHEM&140', 'ENGR&114', 'MATH&151', 'CHEM&161', 'ENGR121', 'ECON&202', 'MATH&152', 'PHYS&114', 'MATH&163', 'ENGR&214', 'PHYS&241', 'CHEM&162', 'PHYS&242', 'ENGR&215', 'MATH&264', 'MATH260', 'PHYS&243', 'ENGR&225', 'ENGR240', 'MATH261']","[2, 2, 2, 3, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
373,[373],"['ENGL&101', 'ECON&202', 'MATH&141', 'CHEM&140', 'ENGR111', 'MATH&142', 'PHYS&114', 'CS&131', 'MATH&151', 'CHEM&161', 'ENGR121', 'MATH&152', 'PHYS&114', 'PHYS130', 'MATH&163', 'PHYS&241', 'CS&132', 'CS132', 'MATH&264', 'MATH261', 'PHYS&242', 'ENGR&214', 'MATH260', 'PHYS&243', 'ENGR216', 'ENGR&204', 'ENGR205', 'ENGR240']","[2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Electrical Engineering'],['Washington State University']
377,[377],"['CHEM&140', 'MATH&141', 'ENGR111', 'CHEM&161', 'MATH&142', 'CHEM&162', 'PHYS&114', 'MATH&152', 'ENGR121', 'PHYS&241', 'MATH&163', 'PHYS&242', 'MATH&264', 'PHYS&243', 'ENGR&214', 'MATH260', 'ENGR&215', 'ENGR&114', 'ENGR&225', 'MATH261', 'ENGR240', 'ENGR&204']","[1, 2, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
378,[378],"['ENGR298', 'MATH&141', 'ENGR298', 'MATH&142', 'MATH&151', 'PHYS&114', 'MATH&152', 'PHYS&242', 'MATH&163', 'PHYS130', 'CHEM&140', 'MATH&264', 'PHYS&243', 'MATH260', 'ENGR&214', 'MATH261', 'ENGR&215', 'ENGR&225', 'CHEM&161', 'CHEM&162']","[2, 3, 3, 4, 1, 1, 2, 2, 3, 3, 4, 1, 1, 2, 2, 3, 3, 1, 2, 3]",['Mechanical Engineering'],['Washington State University']
384,[384],"['ENGL&101', 'MATH&141', 'CHEM&140', 'ENGR111', 'MATH&142', 'CHEM&161', 'PHYS&114', 'MATH&151', 'ENGR121', 'CHEM&161', 'MATH&152', 'ECON&202', 'MATH&163', 'PHYS&241', 'MATH&264', 'PHYS&242', 'ENGR&214', 'PHYS130', 'MATH260', 'PHYS&243', 'ENGR&215', 'MATH261', 'ENGR&215']","[2, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 1, 1, 2, 2, 2, 2, 3, 3, 3, 1, 2]",['Mechanical Engineering'],['Washington State University']
388,[388],"['ENGL&101', 'MATH&141', 'MATH&142', 'ENGR111', 'CHEM&162', 'MATH&151', 'PHYS&114', 'MATH&152', 'PHYS&241', 'ENGR121', 'MATH&163', 'PHYS&242', 'ECON&202', 'MATH&264', 'PHYS&243', 'ENGR&214', 'MATH261', 'ENGR&114', 'MATH260', 'ENGR&215', 'ENGR201', 'ENGR&225', 'ENGR240', 'ENGR&224', 'ENGR216', 'ENGR&204']","[2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
389,[389],"['ENGL&101', 'PHYS&231', 'PHYS&242', 'PHYS&243']","[2, 1, 2, 3]",['General Major'],['University of Washington Seattle']
393,[393],"['ENGL&230', 'MATH261', 'ENGR&215', 'HUM&101', 'PHYS&242', 'ENGR&225', 'PHYS130', 'PHYS&243', 'ENGR&224', 'ENGR220']","[4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
397,[397],"['ENGR121', 'ENGR201', 'ENGR&224', 'ENGR&114', 'ENGR240', 'ENGR&215', 'ENGR&225', 'ENGR216', 'ENGR220', 'ENGR&204', 'ENGR240']","[4, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]",['Mechanical Engineering'],['Washington State University']
398,[398],"['MATH&151', 'CHEM&161', 'ENGR121', 'MATH&152', 'CHEM&162', 'ENGL&230', 'MATH&163', 'PHYS&241', 'ENGR&214', 'ENGR&114', 'MATH&264', 'PHYS&242', 'PHYS130', 'ENGR&215', 'ENGR240', 'MATH260', 'PHYS&243', 'ENGR&225', 'ENGR220', 'MATH261']","[3, 3, 3, 4, 4, 4, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
402,[402],"['MATH260', 'ENGR121', 'ENGR201', 'ENGR&215', 'ENGR240', 'ENGR&204', 'ENGR&225', 'ENGR&224', 'ENGR216', 'ENGR220']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 1]",['Mechanical Engineering'],['Washington State University']
