,ActualNumberQuarters,ActualNumberofCore,ActualStartQuarter,EnrollmentType,JobType,PreferedMajor,PreferedNumberQuarters,PreferedNumberofCore,PreferedSchool,PreferedStartQuarter,englishSequenceBreak,mathSequenceBreak,Rating,ActualSummerPref_no,ActualSummerPref_yes,SummerPref_no,SummerPref_yes
3504,7,3.0,2,1,1,8,13,1.0,8,4,42.0,99.0,3,1,0,1,0
3505,14,1.0,5,1,1,8,17,6.0,1,2,67.0,14.0,1,1,0,1,0
3506,28,6.0,2,0,2,9,29,2.0,2,0,86.0,72.0,3,1,0,1,0
3507,1,0.0,0,1,2,3,29,4.0,6,0,100.0,53.0,3,1,0,1,0
3508,26,5.0,2,1,0,6,19,4.0,4,2,30.0,33.0,1,0,1,0,1
3509,19,0.0,4,0,1,4,2,5.0,2,0,96.0,2.0,2,1,0,1,0
3510,8,4.0,0,1,2,12,29,5.0,2,0,65.0,34.0,2,1,0,1,0
3511,7,3.0,4,1,1,8,2,3.0,7,2,32.0,59.0,3,0,1,0,1
3512,13,5.0,2,0,1,3,28,1.0,2,4,41.0,16.0,0,0,1,0,1
3513,6,3.0,5,1,1,3,1,3.0,4,2,43.0,3.0,0,1,0,1,0
3514,10,4.0,0,1,0,6,15,2.0,0,6,58.0,26.0,1,1,0,1,0
3515,14,4.0,2,0,1,4,9,1.0,2,4,75.0,49.0,2,0,1,0,1
3516,12,7.0,5,0,1,3,7,5.0,0,0,46.0,56.0,2,0,1,0,1
3517,23,2.0,4,1,1,8,22,2.0,0,2,79.0,23.0,2,1,0,1,0
3518,19,0.0,2,0,2,12,7,2.0,0,0,71.0,61.0,3,0,1,0,1
3519,28,7.0,4,1,0,12,26,3.0,4,0,89.0,98.0,5,0,1,0,1
3520,4,7.0,0,0,0,3,24,6.0,4,0,58.0,87.0,3,0,1,0,1
3521,25,6.0,0,1,1,0,24,5.0,6,0,56.0,30.0,2,0,1,0,1
3522,27,1.0,4,0,0,9,9,2.0,4,2,36.0,20.0,0,1,0,1,0
3523,14,2.0,5,0,2,8,5,2.0,2,6,37.0,0.0,3,1,0,1,0
3524,8,2.0,4,1,0,9,14,1.0,0,0,89.0,26.0,2,0,1,0,1
3525,5,1.0,5,1,0,9,20,3.0,4,6,88.0,50.0,3,0,1,0,1
3526,7,6.0,2,0,2,4,9,6.0,5,2,61.0,76.0,3,1,0,1,0
3527,30,5.0,5,0,1,3,7,2.0,2,6,40.0,22.0,0,0,1,0,1
3528,22,0.0,5,0,1,0,10,5.0,8,2,100.0,73.0,5,1,0,1,0
3529,16,6.0,2,1,1,12,4,1.0,2,4,36.0,5.0,3,1,0,1,0
3530,10,2.0,4,0,2,10,20,4.0,1,4,80.0,92.0,5,1,0,1,0
3531,15,5.0,0,0,2,12,14,1.0,6,6,57.0,95.0,4,1,0,1,0
3532,18,3.0,0,0,0,4,16,4.0,0,0,44.0,44.0,1,0,1,0,1
3533,19,7.0,0,1,1,6,11,6.0,5,4,42.0,30.0,1,1,0,1,0
3534,25,3.0,2,0,2,0,2,2.0,3,0,44.0,58.0,1,0,1,0,1
3535,29,7.0,5,0,0,8,15,4.0,8,4,83.0,72.0,4,0,1,0,1
3536,15,5.0,0,0,2,6,4,1.0,0,6,85.0,58.0,4,0,1,0,1
3537,4,2.0,5,1,0,3,19,2.0,7,2,84.0,52.0,3,1,0,1,0
3538,4,3.0,0,0,2,6,7,2.0,1,4,84.0,2.0,2,1,0,1,0
3539,6,1.0,2,1,2,12,16,4.0,5,0,77.0,55.0,3,0,1,0,1
3540,15,5.0,4,1,0,12,19,3.0,4,2,88.0,63.0,4,1,0,1,0
3541,26,0.0,5,0,0,10,30,2.0,2,4,78.0,54.0,3,1,0,1,0
3542,15,5.0,4,0,0,4,15,5.0,7,2,45.0,70.0,3,1,0,1,0
3543,19,4.0,2,0,0,10,16,4.0,1,2,85.0,1.0,2,0,1,0,1
3544,16,4.0,5,1,1,12,8,5.0,7,6,87.0,3.0,3,1,0,1,0
3545,3,2.0,5,0,1,10,8,1.0,5,4,48.0,70.0,3,0,1,0,1
3546,8,2.0,0,0,0,9,13,3.0,4,0,43.0,18.0,3,1,0,1,0
3547,15,3.0,4,1,1,9,27,6.0,2,0,57.0,15.0,1,0,1,0,1
3548,26,6.0,4,0,0,3,5,5.0,1,6,36.0,98.0,3,0,1,0,1
3549,6,2.0,2,0,2,0,23,4.0,5,4,65.0,96.0,3,0,1,0,1
3550,21,3.0,2,0,2,0,28,6.0,7,0,48.0,88.0,2,1,0,1,0
3551,18,7.0,4,1,2,4,26,5.0,6,2,48.0,39.0,1,1,0,1,0
3552,21,0.0,0,0,0,9,26,6.0,6,2,70.0,72.0,4,1,0,1,0
3553,11,3.0,0,1,0,6,21,5.0,3,2,52.0,61.0,2,0,1,0,1
3554,15,1.0,5,1,2,0,28,4.0,3,6,84.0,44.0,3,0,1,0,1
3555,14,1.0,2,1,1,9,24,3.0,1,6,87.0,95.0,5,0,1,0,1
3556,25,5.0,4,1,0,3,10,1.0,3,2,92.0,78.0,4,1,0,1,0
3557,12,1.0,4,0,0,4,9,4.0,8,4,45.0,18.0,0,0,1,0,1
3558,26,7.0,4,1,1,10,24,1.0,0,6,52.0,63.0,2,1,0,1,0
3559,17,5.0,5,0,0,9,16,6.0,2,4,60.0,91.0,3,0,1,0,1
3560,1,5.0,0,0,1,12,1,1.0,0,2,93.0,10.0,2,0,1,0,1
3561,25,6.0,0,1,1,9,19,1.0,0,6,68.0,72.0,3,1,0,1,0
3562,7,5.0,0,1,2,0,16,5.0,8,4,75.0,27.0,1,1,0,1,0
3563,11,4.0,0,1,0,3,16,2.0,3,4,56.0,81.0,3,1,0,1,0
3564,24,5.0,5,1,2,10,13,2.0,7,4,78.0,28.0,3,1,0,1,0
3565,26,2.0,4,0,1,9,4,6.0,7,2,68.0,99.0,4,1,0,1,0
3566,3,7.0,4,0,2,8,7,6.0,1,0,46.0,61.0,3,1,0,1,0
3567,1,6.0,2,0,0,12,25,4.0,1,0,83.0,13.0,2,1,0,1,0
3568,13,0.0,5,0,2,6,9,5.0,7,6,38.0,1.0,0,1,0,1,0
3569,25,0.0,4,0,2,12,11,5.0,5,4,95.0,26.0,2,1,0,1,0
3570,27,5.0,0,1,2,4,6,4.0,0,6,73.0,16.0,2,0,1,0,1
3571,29,5.0,4,0,2,4,3,4.0,2,4,61.0,60.0,3,0,1,0,1
3572,20,2.0,2,0,1,0,12,5.0,2,0,80.0,92.0,5,0,1,0,1
3573,12,7.0,2,0,1,0,13,4.0,0,6,78.0,13.0,3,1,0,1,0
3574,17,6.0,5,0,1,0,27,2.0,2,4,54.0,52.0,2,1,0,1,0
3575,16,4.0,2,0,2,6,29,3.0,3,0,100.0,33.0,3,1,0,1,0
3576,5,5.0,0,0,2,6,26,6.0,4,6,77.0,0.0,2,1,0,1,0
3577,5,1.0,0,1,2,8,27,1.0,7,2,42.0,100.0,3,0,1,0,1
3578,12,5.0,0,0,0,0,5,3.0,0,0,32.0,80.0,2,1,0,1,0
3579,8,4.0,5,0,1,3,21,5.0,2,6,72.0,24.0,2,0,1,0,1
3580,22,6.0,4,1,2,4,1,2.0,1,2,37.0,64.0,2,0,1,0,1
3581,29,6.0,0,1,2,9,2,4.0,8,4,66.0,25.0,1,0,1,0,1
3582,29,0.0,5,1,2,12,8,4.0,2,0,47.0,5.0,0,0,1,0,1
3583,27,1.0,0,0,1,6,11,6.0,1,6,84.0,95.0,5,1,0,1,0
3584,22,6.0,0,1,2,12,10,1.0,8,4,83.0,25.0,2,1,0,1,0
3585,18,1.0,5,1,0,3,10,3.0,4,4,59.0,40.0,1,0,1,0,1
3586,24,7.0,5,1,1,0,7,1.0,4,6,92.0,70.0,5,0,1,0,1
3587,25,1.0,2,1,1,3,26,3.0,8,4,31.0,25.0,3,1,0,1,0
3588,2,6.0,2,1,0,3,4,3.0,1,0,82.0,92.0,3,0,1,0,1
3589,11,0.0,4,1,2,0,30,6.0,8,2,59.0,30.0,1,1,0,1,0
3590,30,7.0,4,1,1,6,25,4.0,1,4,65.0,46.0,2,1,0,1,0
3591,6,6.0,5,0,2,6,22,5.0,6,2,63.0,33.0,1,0,1,0,1
3592,29,6.0,4,0,2,10,21,1.0,3,2,95.0,82.0,5,0,1,0,1
3593,2,1.0,2,0,2,3,15,1.0,2,0,41.0,7.0,0,0,1,0,1
3594,7,5.0,0,0,1,9,25,3.0,7,4,56.0,40.0,1,1,0,1,0
3595,5,6.0,4,1,0,6,28,5.0,8,0,78.0,63.0,3,0,1,0,1
3596,26,6.0,5,0,0,6,8,1.0,7,4,72.0,91.0,4,1,0,1,0
3597,12,4.0,0,0,1,6,3,5.0,5,4,64.0,43.0,2,1,0,1,0
3598,16,7.0,2,1,0,0,10,4.0,8,2,83.0,44.0,3,0,1,0,1
3599,17,6.0,4,0,0,10,27,2.0,0,4,48.0,92.0,3,0,1,0,1
3600,20,5.0,2,0,1,4,1,1.0,6,4,84.0,92.0,5,0,1,0,1
3601,3,0.0,0,1,0,6,20,6.0,1,2,83.0,52.0,3,0,1,0,1
3602,6,7.0,4,0,1,12,29,1.0,2,2,58.0,73.0,3,0,1,0,1
3603,6,6.0,5,0,1,3,20,3.0,7,6,92.0,60.0,4,1,0,1,0
3604,15,6.0,5,1,1,0,29,1.0,7,4,34.0,75.0,2,1,0,1,0
3605,5,0.0,5,1,0,3,20,2.0,3,0,49.0,17.0,0,0,1,0,1
3606,17,1.0,5,1,0,12,9,5.0,2,6,85.0,19.0,2,1,0,1,0
3607,19,1.0,0,0,0,6,6,3.0,1,6,54.0,51.0,1,0,1,0,1
3608,28,4.0,2,1,0,8,28,5.0,1,4,38.0,15.0,3,1,0,1,0
3609,17,0.0,0,1,1,6,19,3.0,6,4,77.0,23.0,1,1,0,1,0
3610,4,5.0,5,0,1,10,10,5.0,6,6,34.0,90.0,3,1,0,1,0
3611,6,0.0,4,0,2,12,12,4.0,6,6,68.0,28.0,1,0,1,0,1
3612,24,0.0,2,0,0,10,12,3.0,7,4,60.0,76.0,3,0,1,0,1
3613,14,0.0,4,1,1,3,24,5.0,3,6,75.0,96.0,4,0,1,0,1
3614,2,4.0,4,1,2,9,19,6.0,4,2,55.0,1.0,1,1,0,1,0
3615,27,7.0,0,0,2,8,3,6.0,7,4,30.0,9.0,0,0,1,0,1
3616,13,2.0,5,1,2,10,13,5.0,8,4,92.0,65.0,4,0,1,0,1
3617,26,7.0,4,0,0,9,2,5.0,5,6,87.0,34.0,3,0,1,0,1
3618,15,6.0,4,0,2,12,20,4.0,4,2,78.0,56.0,3,0,1,0,1
3619,4,1.0,5,1,2,3,1,2.0,8,4,37.0,14.0,3,1,0,1,0
3620,25,3.0,5,0,2,12,30,2.0,0,0,55.0,69.0,2,1,0,1,0
3621,17,0.0,4,0,1,8,3,5.0,6,6,79.0,24.0,1,0,1,0,1
3622,26,0.0,5,1,1,10,19,1.0,3,6,56.0,40.0,2,1,0,1,0
3623,18,5.0,0,1,0,4,17,4.0,1,2,88.0,51.0,3,1,0,1,0
3624,21,3.0,0,0,1,0,12,1.0,1,0,90.0,67.0,3,0,1,0,1
3625,12,0.0,0,0,0,3,11,3.0,1,0,52.0,74.0,3,0,1,0,1
3626,11,3.0,5,1,0,4,1,4.0,0,2,81.0,77.0,5,0,1,0,1
3627,16,7.0,5,1,1,4,28,2.0,1,6,56.0,46.0,2,1,0,1,0
3628,21,2.0,4,1,1,6,11,4.0,5,4,34.0,39.0,1,1,0,1,0
3629,30,7.0,0,1,1,6,11,3.0,4,6,89.0,58.0,4,1,0,1,0
3630,23,1.0,4,0,2,8,7,6.0,7,6,57.0,11.0,0,0,1,0,1
3631,4,1.0,4,0,1,12,10,5.0,5,6,36.0,0.0,0,1,0,1,0
3632,19,3.0,0,1,0,12,24,3.0,1,4,34.0,72.0,2,1,0,1,0
3633,27,7.0,4,1,0,3,12,2.0,0,2,36.0,85.0,2,0,1,0,1
3634,12,7.0,5,0,0,4,25,2.0,8,2,30.0,91.0,3,0,1,0,1
3635,5,3.0,2,1,0,10,19,2.0,8,4,37.0,30.0,1,0,1,0,1
3636,2,7.0,4,0,2,12,13,3.0,7,4,63.0,77.0,3,0,1,0,1
3637,26,0.0,2,0,1,3,15,2.0,5,2,43.0,77.0,2,1,0,1,0
3638,22,4.0,2,0,2,3,28,3.0,3,4,83.0,56.0,4,0,1,0,1
3639,19,6.0,0,1,0,3,27,2.0,5,2,41.0,29.0,0,1,0,1,0
3640,24,4.0,4,0,1,9,21,1.0,4,4,94.0,30.0,3,1,0,1,0
3641,22,7.0,0,0,1,6,23,5.0,7,2,32.0,66.0,2,0,1,0,1
3642,4,6.0,5,1,1,12,20,4.0,0,4,72.0,28.0,1,0,1,0,1
3643,20,3.0,4,0,0,9,26,3.0,8,0,92.0,90.0,5,1,0,1,0
3644,17,4.0,5,0,2,8,28,4.0,8,4,82.0,79.0,3,0,1,0,1
3645,27,7.0,4,1,1,10,17,2.0,1,0,84.0,25.0,2,1,0,1,0
3646,20,1.0,0,1,1,9,14,3.0,0,0,43.0,61.0,2,0,1,0,1
3647,3,0.0,2,0,2,0,27,5.0,0,6,81.0,64.0,3,0,1,0,1
3648,10,7.0,2,1,0,0,6,5.0,2,4,79.0,53.0,2,0,1,0,1
3649,2,6.0,5,1,2,12,12,4.0,6,2,35.0,3.0,0,0,1,0,1
3650,22,7.0,5,0,0,8,23,1.0,5,0,32.0,39.0,0,1,0,1,0
3651,2,1.0,2,0,2,3,11,1.0,4,0,50.0,40.0,1,0,1,0,1
3652,28,0.0,0,0,1,4,16,5.0,0,4,48.0,38.0,1,1,0,1,0
3653,20,4.0,4,1,1,10,20,6.0,5,0,95.0,31.0,3,0,1,0,1
3654,18,4.0,2,0,0,3,6,4.0,4,0,72.0,63.0,3,1,0,1,0
3655,12,0.0,5,1,0,4,26,4.0,1,4,64.0,23.0,1,0,1,0,1
3656,9,1.0,2,1,1,3,9,3.0,3,2,68.0,92.0,4,1,0,1,0
3657,25,2.0,4,1,0,4,9,4.0,5,6,92.0,53.0,3,1,0,1,0
3658,2,7.0,2,0,2,6,6,3.0,6,6,91.0,57.0,4,0,1,0,1
3659,20,3.0,5,1,2,8,28,5.0,8,4,100.0,39.0,3,1,0,1,0
3660,30,2.0,4,1,0,8,21,6.0,5,6,87.0,77.0,4,1,0,1,0
3661,5,5.0,4,1,2,9,23,5.0,7,2,50.0,25.0,1,1,0,1,0
3662,20,0.0,0,1,1,4,28,3.0,6,6,76.0,62.0,3,0,1,0,1
3663,25,2.0,5,0,0,8,28,4.0,3,2,82.0,72.0,4,0,1,0,1
3664,14,6.0,4,1,1,4,21,5.0,1,2,82.0,18.0,2,1,0,1,0
3665,25,2.0,5,1,1,3,17,2.0,0,6,68.0,50.0,2,0,1,0,1
3666,27,6.0,4,1,0,0,12,5.0,0,2,66.0,13.0,1,1,0,1,0
3667,28,3.0,4,0,0,6,20,6.0,8,2,68.0,15.0,3,0,1,0,1
3668,8,4.0,2,0,2,12,22,1.0,4,0,44.0,77.0,3,1,0,1,0
3669,17,5.0,4,0,2,3,25,3.0,8,2,73.0,80.0,4,0,1,0,1
3670,15,2.0,2,1,2,8,13,3.0,3,4,53.0,0.0,3,0,1,0,1
3671,15,5.0,0,0,0,0,4,6.0,0,6,89.0,53.0,3,0,1,0,1
3672,28,0.0,5,0,2,4,15,1.0,6,0,76.0,95.0,4,1,0,1,0
3673,16,3.0,2,1,2,4,27,3.0,6,2,56.0,68.0,2,1,0,1,0
3674,4,6.0,2,1,2,6,17,2.0,1,4,31.0,10.0,0,1,0,1,0
3675,15,4.0,5,1,1,4,22,4.0,8,6,82.0,91.0,5,1,0,1,0
3676,4,2.0,0,0,2,4,27,2.0,6,6,83.0,92.0,5,1,0,1,0
3677,18,3.0,2,0,0,12,19,2.0,7,2,60.0,7.0,1,0,1,0,1
3678,5,5.0,5,0,0,12,8,1.0,8,0,79.0,73.0,3,0,1,0,1
3679,6,0.0,5,0,0,8,20,6.0,8,0,56.0,87.0,3,0,1,0,1
3680,22,2.0,4,0,0,9,4,5.0,2,2,81.0,89.0,4,1,0,1,0
3681,30,6.0,5,0,0,0,17,3.0,5,2,40.0,79.0,3,0,1,0,1
3682,10,4.0,2,1,2,3,16,3.0,1,2,87.0,44.0,3,1,0,1,0
3683,19,1.0,2,0,0,12,29,2.0,5,4,95.0,5.0,2,1,0,1,0
3684,10,1.0,4,0,1,6,1,5.0,2,2,90.0,62.0,3,0,1,0,1
3685,29,5.0,5,1,1,4,18,1.0,4,4,33.0,55.0,2,1,0,1,0
3686,28,5.0,2,1,0,3,25,2.0,3,2,60.0,13.0,1,0,1,0,1
3687,13,1.0,5,1,0,3,23,1.0,8,4,95.0,98.0,3,1,0,1,0
3688,18,5.0,2,0,1,10,29,5.0,2,6,32.0,14.0,0,0,1,0,1
3689,8,2.0,0,1,2,4,3,1.0,6,4,74.0,29.0,2,0,1,0,1
3690,20,5.0,5,0,1,8,19,6.0,3,4,62.0,99.0,4,1,0,1,0
3691,1,2.0,2,1,2,0,26,3.0,4,0,58.0,65.0,2,1,0,1,0
3692,3,5.0,0,1,0,9,13,1.0,0,6,51.0,85.0,3,0,1,0,1
3693,8,2.0,0,1,2,10,21,6.0,4,6,57.0,83.0,3,1,0,1,0
3694,10,1.0,5,1,1,8,27,4.0,7,0,32.0,55.0,3,1,0,1,0
3695,9,6.0,5,0,2,4,17,3.0,1,4,71.0,77.0,4,1,0,1,0
3696,22,1.0,2,0,1,12,9,6.0,4,2,47.0,18.0,0,0,1,0,1
3697,12,6.0,0,0,2,4,29,3.0,5,6,47.0,62.0,2,0,1,0,1
3698,20,4.0,0,1,1,12,22,1.0,7,6,84.0,100.0,5,0,1,0,1
3699,27,3.0,0,0,0,0,6,5.0,3,0,78.0,61.0,3,1,0,1,0
3700,9,5.0,5,0,0,10,22,2.0,3,6,39.0,4.0,0,0,1,0,1
3701,28,3.0,4,1,0,12,30,2.0,3,4,65.0,28.0,3,1,0,1,0
3702,28,3.0,4,1,1,10,15,2.0,3,2,94.0,15.0,2,0,1,0,1
3703,5,3.0,4,0,0,9,11,6.0,8,4,75.0,84.0,4,0,1,0,1
3704,12,7.0,5,1,0,10,18,5.0,6,4,48.0,44.0,1,1,0,1,0
3705,6,3.0,0,0,1,8,28,3.0,3,4,91.0,25.0,2,1,0,1,0
3706,29,4.0,2,1,0,3,22,1.0,3,6,87.0,48.0,3,1,0,1,0
3707,12,0.0,5,1,0,12,22,5.0,4,0,56.0,26.0,3,1,0,1,0
3708,6,2.0,2,0,1,0,2,4.0,4,6,59.0,70.0,3,0,1,0,1
3709,20,4.0,5,1,0,10,16,5.0,2,4,46.0,11.0,0,1,0,1,0
3710,16,5.0,0,0,0,8,30,3.0,2,6,63.0,19.0,0,0,1,0,1
3711,12,1.0,5,1,2,12,27,2.0,4,4,76.0,59.0,3,0,1,0,1
3712,22,7.0,5,1,2,6,25,3.0,5,4,36.0,75.0,2,1,0,1,0
3713,25,5.0,5,1,1,3,17,6.0,2,4,71.0,32.0,3,1,0,1,0
3714,27,2.0,4,0,1,12,15,5.0,8,0,60.0,42.0,2,0,1,0,1
3715,20,7.0,5,1,1,12,12,4.0,8,0,62.0,15.0,1,0,1,0,1
3716,2,0.0,4,0,0,0,3,6.0,1,2,77.0,96.0,5,0,1,0,1
3717,27,5.0,5,0,2,3,13,5.0,1,2,99.0,23.0,2,0,1,0,1
3718,15,2.0,2,0,1,10,15,4.0,4,6,44.0,75.0,2,0,1,0,1
3719,29,1.0,4,1,0,6,5,2.0,1,2,47.0,20.0,3,1,0,1,0
3720,3,7.0,5,0,2,10,16,6.0,3,4,67.0,39.0,1,0,1,0,1
3721,6,6.0,0,1,1,6,20,4.0,5,4,46.0,57.0,1,0,1,0,1
3722,6,7.0,4,0,1,4,8,5.0,6,6,35.0,29.0,0,1,0,1,0
3723,5,5.0,5,1,2,0,29,1.0,1,0,90.0,27.0,2,0,1,0,1
3724,29,6.0,4,0,1,10,16,5.0,5,0,94.0,53.0,3,1,0,1,0
3725,11,6.0,4,1,2,10,10,6.0,4,4,89.0,9.0,3,1,0,1,0
3726,15,7.0,4,0,0,3,24,2.0,6,0,69.0,9.0,1,0,1,0,1
3727,14,0.0,5,0,2,9,1,5.0,7,4,100.0,65.0,3,1,0,1,0
3728,18,3.0,5,0,0,4,17,4.0,5,4,85.0,14.0,2,0,1,0,1
3729,10,5.0,4,1,1,8,10,3.0,3,0,33.0,82.0,3,0,1,0,1
3730,29,6.0,4,1,1,3,10,3.0,0,4,91.0,30.0,3,1,0,1,0
3731,3,6.0,0,1,1,10,20,4.0,2,6,75.0,61.0,3,1,0,1,0
3732,15,7.0,0,0,2,9,6,2.0,5,2,39.0,35.0,1,0,1,0,1
3733,24,7.0,5,0,0,0,28,2.0,8,4,91.0,51.0,3,0,1,0,1
3734,21,3.0,2,1,1,9,10,1.0,2,6,42.0,36.0,1,1,0,1,0
3735,16,6.0,4,1,0,8,5,3.0,2,6,66.0,28.0,1,1,0,1,0
3736,28,6.0,4,0,2,0,19,2.0,6,0,46.0,57.0,2,1,0,1,0
3737,15,1.0,5,0,0,4,9,1.0,6,4,45.0,48.0,1,0,1,0,1
3738,22,4.0,2,0,2,6,20,5.0,8,0,77.0,96.0,3,1,0,1,0
3739,7,1.0,0,1,2,4,13,2.0,2,6,32.0,88.0,2,1,0,1,0
3740,27,6.0,5,0,1,8,26,2.0,1,4,90.0,83.0,5,0,1,0,1
3741,20,5.0,5,1,2,6,12,3.0,8,4,51.0,76.0,3,1,0,1,0
3742,18,6.0,2,0,0,0,24,5.0,4,6,56.0,38.0,1,1,0,1,0
3743,10,0.0,4,1,0,3,26,3.0,2,0,80.0,21.0,3,1,0,1,0
3744,24,1.0,5,0,1,6,14,5.0,7,4,59.0,20.0,1,1,0,1,0
3745,17,5.0,5,0,0,6,21,3.0,8,4,57.0,83.0,3,0,1,0,1
3746,10,7.0,2,0,2,9,19,4.0,0,0,59.0,8.0,1,0,1,0,1
3747,9,3.0,2,1,1,6,23,1.0,2,2,54.0,0.0,1,1,0,1,0
3748,6,3.0,5,0,1,3,30,5.0,8,2,44.0,38.0,1,1,0,1,0
3749,4,1.0,4,1,2,9,12,3.0,4,0,60.0,81.0,3,1,0,1,0
3750,29,6.0,4,1,0,4,28,5.0,6,0,77.0,18.0,1,1,0,1,0
3751,20,3.0,4,1,2,6,4,5.0,2,0,69.0,33.0,2,1,0,1,0
3752,30,1.0,2,0,2,0,7,1.0,6,4,33.0,29.0,0,1,0,1,0
3753,8,1.0,5,1,2,8,12,6.0,2,6,82.0,91.0,5,0,1,0,1
3754,23,3.0,4,0,2,6,5,6.0,7,6,82.0,51.0,3,1,0,1,0
3755,29,6.0,4,1,1,9,11,2.0,5,6,96.0,2.0,2,0,1,0,1
3756,12,2.0,0,1,2,12,23,5.0,4,4,96.0,10.0,2,1,0,1,0
3757,13,0.0,2,0,1,12,20,4.0,4,4,86.0,50.0,3,1,0,1,0
3758,13,7.0,4,1,1,8,9,4.0,0,0,40.0,51.0,1,1,0,1,0
3759,23,1.0,0,1,0,3,5,6.0,3,6,73.0,2.0,1,1,0,1,0
3760,12,1.0,5,0,0,3,30,1.0,1,4,50.0,5.0,1,0,1,0,1
3761,21,2.0,0,1,1,0,1,1.0,5,0,36.0,85.0,3,0,1,0,1
3762,16,7.0,5,0,1,8,9,4.0,3,4,96.0,10.0,2,1,0,1,0
3763,12,3.0,4,1,1,0,21,4.0,0,4,78.0,98.0,5,0,1,0,1
3764,8,7.0,4,1,2,8,16,4.0,0,2,47.0,99.0,3,1,0,1,0
3765,3,5.0,2,1,2,3,14,4.0,4,4,80.0,7.0,2,1,0,1,0
3766,14,4.0,4,0,1,9,28,6.0,5,6,98.0,0.0,2,1,0,1,0
3767,28,4.0,5,1,1,8,28,3.0,4,6,39.0,19.0,0,1,0,1,0
3768,22,4.0,2,0,1,10,2,3.0,5,4,71.0,10.0,2,0,1,0,1
3769,25,5.0,0,0,0,0,30,4.0,5,0,86.0,34.0,3,1,0,1,0
3770,7,4.0,4,0,0,10,29,4.0,3,6,43.0,4.0,0,0,1,0,1
3771,10,4.0,2,0,1,10,2,3.0,5,4,55.0,79.0,3,0,1,0,1
3772,19,1.0,2,0,0,6,15,1.0,3,4,71.0,96.0,5,0,1,0,1
3773,6,2.0,2,1,0,6,19,6.0,8,0,62.0,47.0,1,0,1,0,1
3774,1,5.0,4,0,0,3,18,2.0,0,6,91.0,17.0,2,1,0,1,0
3775,19,4.0,4,1,2,4,30,3.0,7,6,89.0,53.0,3,1,0,1,0
3776,24,3.0,2,1,1,10,20,3.0,8,6,69.0,76.0,3,1,0,1,0
3777,20,7.0,2,0,0,4,18,3.0,7,6,92.0,22.0,2,1,0,1,0
3778,20,0.0,5,1,2,9,27,3.0,7,6,65.0,0.0,1,1,0,1,0
3779,20,4.0,2,1,1,4,2,2.0,1,0,50.0,38.0,3,0,1,0,1
3780,15,7.0,5,0,2,10,7,4.0,7,2,36.0,71.0,2,0,1,0,1
3781,20,3.0,4,1,0,12,6,6.0,7,2,53.0,25.0,1,1,0,1,0
3782,13,4.0,5,1,0,10,13,6.0,8,0,62.0,62.0,2,1,0,1,0
3783,27,1.0,5,1,1,3,24,4.0,1,6,89.0,89.0,5,1,0,1,0
3784,30,5.0,2,0,0,10,19,1.0,1,2,66.0,100.0,4,0,1,0,1
3785,9,7.0,2,0,0,9,3,2.0,6,6,79.0,76.0,3,1,0,1,0
3786,26,6.0,5,1,2,4,21,2.0,3,6,74.0,88.0,4,0,1,0,1
3787,30,1.0,2,1,1,12,18,2.0,7,2,80.0,76.0,5,0,1,0,1
3788,10,6.0,0,1,1,8,25,6.0,5,6,94.0,39.0,3,0,1,0,1
3789,11,6.0,5,1,2,0,28,1.0,7,4,43.0,28.0,0,0,1,0,1
3790,26,6.0,0,1,1,3,2,1.0,2,2,92.0,23.0,3,1,0,1,0
3791,2,6.0,4,1,1,9,11,1.0,7,2,38.0,88.0,2,0,1,0,1
3792,13,4.0,0,0,1,12,16,1.0,1,6,98.0,47.0,3,0,1,0,1
3793,15,1.0,0,0,1,6,10,2.0,4,0,93.0,62.0,4,0,1,0,1
3794,2,7.0,0,1,2,9,22,5.0,8,6,57.0,1.0,1,0,1,0,1
3795,18,3.0,4,1,2,9,8,6.0,3,2,71.0,71.0,4,0,1,0,1
3796,30,0.0,4,1,1,4,21,4.0,4,6,81.0,52.0,3,0,1,0,1
3797,25,2.0,4,1,2,12,16,6.0,8,0,46.0,59.0,2,0,1,0,1
3798,1,5.0,4,0,0,4,24,4.0,7,0,37.0,29.0,0,0,1,0,1
3799,6,1.0,0,0,1,10,16,1.0,3,0,34.0,14.0,0,1,0,1,0
3800,14,4.0,4,0,0,0,6,4.0,5,2,72.0,53.0,2,1,0,1,0
3801,18,2.0,2,1,2,0,22,5.0,3,2,63.0,66.0,2,0,1,0,1
3802,19,3.0,2,0,0,6,6,2.0,5,6,37.0,97.0,3,0,1,0,1
3803,22,5.0,5,0,1,6,28,1.0,7,6,100.0,12.0,2,1,0,1,0
3804,3,0.0,2,0,2,8,17,6.0,0,0,87.0,24.0,2,1,0,1,0
3805,5,1.0,4,0,0,10,21,3.0,4,0,47.0,36.0,1,1,0,1,0
3806,9,4.0,0,0,0,10,12,5.0,7,0,41.0,23.0,0,0,1,0,1
3807,15,3.0,0,1,2,12,13,1.0,2,2,92.0,14.0,2,1,0,1,0
3808,15,5.0,2,1,1,6,19,6.0,1,0,89.0,16.0,2,1,0,1,0
3809,18,4.0,2,1,1,8,13,5.0,8,6,49.0,71.0,2,0,1,0,1
3810,24,2.0,2,0,0,4,4,4.0,4,4,63.0,53.0,1,0,1,0,1
